f_score,recall,accuracy,model,precision,mets,prompt,img,shots,ent_met_person0_promptTrue,acc_met_person0_promptTrue,ent_met_person1_promptTrue,acc_met_person1_promptTrue,ent_met_person2_promptTrue,acc_met_person2_promptTrue,ent_met_person3_promptTrue,acc_met_person3_promptTrue,ent_met_person4_promptTrue,acc_met_person4_promptTrue,ent_met_person0_promptFalse,acc_met_person0_promptFalse,ent_met_person1_promptFalse,acc_met_person1_promptFalse,ent_met_person2_promptFalse,acc_met_person2_promptFalse,ent_met_person3_promptFalse,acc_met_person3_promptFalse,ent_met_person4_promptFalse,acc_met_person4_promptFalse,ent_met_misceallonous0_promptTrue,acc_met_misceallonous0_promptTrue,ent_met_misceallonous1_promptTrue,acc_met_misceallonous1_promptTrue,ent_met_misceallonous2_promptTrue,acc_met_misceallonous2_promptTrue,ent_met_misceallonous3_promptTrue,acc_met_misceallonous3_promptTrue,ent_met_misceallonous4_promptTrue,acc_met_misceallonous4_promptTrue,ent_met_misceallonous0_promptFalse,acc_met_misceallonous0_promptFalse,ent_met_misceallonous1_promptFalse,acc_met_misceallonous1_promptFalse,ent_met_misceallonous2_promptFalse,acc_met_misceallonous2_promptFalse,ent_met_misceallonous3_promptFalse,acc_met_misceallonous3_promptFalse,ent_met_misceallonous4_promptFalse,acc_met_misceallonous4_promptFalse,ent_met_organization0_promptTrue,acc_met_organization0_promptTrue,ent_met_organization1_promptTrue,acc_met_organization1_promptTrue,ent_met_organization2_promptTrue,acc_met_organization2_promptTrue,ent_met_organization3_promptTrue,acc_met_organization3_promptTrue,ent_met_organization4_promptTrue,acc_met_organization4_promptTrue,ent_met_organization0_promptFalse,acc_met_organization0_promptFalse,ent_met_organization1_promptFalse,acc_met_organization1_promptFalse,ent_met_organization2_promptFalse,acc_met_organization2_promptFalse,ent_met_organization3_promptFalse,acc_met_organization3_promptFalse,ent_met_organization4_promptFalse,acc_met_organization4_promptFalse,ent_met_location0_promptTrue,acc_met_location0_promptTrue,ent_met_location1_promptTrue,acc_met_location1_promptTrue,ent_met_location2_promptTrue,acc_met_location2_promptTrue,ent_met_location3_promptTrue,acc_met_location3_promptTrue,ent_met_location4_promptTrue,acc_met_location4_promptTrue,ent_met_location0_promptFalse,acc_met_location0_promptFalse,ent_met_location1_promptFalse,acc_met_location1_promptFalse,ent_met_location2_promptFalse,acc_met_location2_promptFalse,ent_met_location3_promptFalse,acc_met_location3_promptFalse,ent_met_location4_promptFalse,acc_met_location4_promptFalse,ent_met_none0_promptTrue,acc_met_none0_promptTrue,ent_met_none1_promptTrue,acc_met_none1_promptTrue,ent_met_none2_promptTrue,acc_met_none2_promptTrue,ent_met_none3_promptTrue,acc_met_none3_promptTrue,ent_met_none4_promptTrue,acc_met_none4_promptTrue,ent_met_none0_promptFalse,acc_met_none0_promptFalse,ent_met_none1_promptFalse,acc_met_none1_promptFalse,ent_met_none2_promptFalse,acc_met_none2_promptFalse,ent_met_none3_promptFalse,acc_met_none3_promptFalse,ent_met_none4_promptFalse,acc_met_none4_promptFalse,f_score0_promptFalse,f_score4_promptFalse,f_score2_promptFalse,f_score3_promptFalse,f_score1_promptFalse,f_score0_promptFalse,f_score0_promptTrue,f_score4_promptFalse,f_score4_promptTrue,f_score2_promptFalse,f_score2_promptTrue,f_score3_promptFalse,f_score3_promptTrue,f_score1_promptFalse,f_score1_promptTrue
0.4794701986754967,0.3577075098814229,0.6567685589519651,blip2-flan-t5-xxl,0.7269076305220884,181-325-571-68,4_prompt,True,3,,,,,,,,,275,100,,,,,,,,,,,,,,,,,,,58,2,,,,,,,,,,,,,,,,,,,125,51,,,,,,,,,,,,,,,,,,,59,28,,,,,,,,,,,,,,,,,,,628,571,,,,,,,,,,,,,,,,,,,0.4794701986754967,,,,,,
0.49667994687915,0.3702970297029703,0.6689956331877729,blip2-flan-t5-xxl,0.7540322580645161,187-318-579-61,4_prompt,True,2,,,,,,,,,275,104,,,,,,,,,,,,,,,,,,,58,2,,,,,,,,,,,,,,,,,,,125,51,,,,,,,,,,,,,,,,,,,59,30,,,,,,,,,,,,,,,,,,,628,579,,,,,,,,,,,,,,,,,,,0.49667994687915,,,,,,
0.5377720870678617,0.4166666666666667,0.6847161572052402,blip2-flan-t5-xxl,0.7581227436823105,210-294-574-67,4_prompt,True,1,,,,,,,,,275,126,,,,,,,,,,,,,,,,,,,58,1,,,,,,,,,,,,,,,,,,,125,52,,,,,,,,,,,,,,,,,,,59,31,,,,,,,,,,,,,,,,,,,628,574,,,,,,,,,,,,,,,,,,,0.5377720870678617,,,,,,
0.5136612021857925,0.4865424430641822,0.611353711790393,blip2-flan-t5-xxl,0.5439814814814815,235-248-465-197,4_prompt,True,0,,,,,,,,,275,139,,,,,,,,,,,,,,,,,,,58,1,,,,,,,,,,,,,,,,,,,125,58,,,,,,,,,,,,,,,,,,,59,37,,,,,,,,,,,,,,,,,,,628,465,,,,,,,,,,,,,,,,,,,0.5136612021857925,,,,,,
0.49668874172185434,0.4620123203285421,0.6017467248908297,blip2-flan-t5-xxl,0.5369928400954654,225-262-464-194,2_prompt,False,5,,,,,,,,,,,,,,,275,125,,,,,,,,,,,,,,,,,,,58,12,,,,,,,,,,,,,,,,,,,125,56,,,,,,,,,,,,,,,,,,,59,32,,,,,,,,,,,,,,,,,,,628,464,,,,,,,0.49668874172185434,,,,,,,0.49668874172185434,,,,,
0.4830699774266366,0.44398340248962653,0.6,blip2-flan-t5-xxl,0.5297029702970297,214-268-473-190,2_prompt,False,4,,,,,,,,,,,,,,,275,119,,,,,,,,,,,,,,,,,,,58,11,,,,,,,,,,,,,,,,,,,125,51,,,,,,,,,,,,,,,,,,,59,33,,,,,,,,,,,,,,,,,,,628,473,,,,,,,0.4830699774266366,,,,,,,0.4830699774266366,,,,,
0.4964705882352941,0.43149284253578735,0.6262008733624455,blip2-flan-t5-xxl,0.5844875346260388,211-278-506-150,2_prompt,False,3,,,,,,,,,,,,,,,275,115,,,,,,,,,,,,,,,,,,,58,8,,,,,,,,,,,,,,,,,,,125,54,,,,,,,,,,,,,,,,,,,59,34,,,,,,,,,,,,,,,,,,,628,506,,,,,,,0.4964705882352941,,,,,,,0.4964705882352941,,,,,
0.4938820912124583,0.46638655462184875,0.6026200873362445,blip2-flan-t5-xxl,0.524822695035461,222-254-468-201,2_prompt,False,2,,,,,,,,,,,,,,,275,124,,,,,,,,,,,,,,,,,,,58,8,,,,,,,,,,,,,,,,,,,125,56,,,,,,,,,,,,,,,,,,,59,34,,,,,,,,,,,,,,,,,,,628,468,,,,,,,0.4938820912124583,,,,,,,0.4938820912124583,,,,,
0.5330296127562643,0.4854771784232365,0.6419213973799127,blip2-flan-t5-xxl,0.5909090909090909,234-248-501-162,2_prompt,False,1,,,,,,,,,,,,,,,275,130,,,,,,,,,,,,,,,,,,,58,8,,,,,,,,,,,,,,,,,,,125,60,,,,,,,,,,,,,,,,,,,59,36,,,,,,,,,,,,,,,,,,,628,501,,,,,,,0.5330296127562643,,,,,,,0.5330296127562643,,,,,
0.6041237113402061,0.6116910229645094,0.6646288209606986,blip2-flan-t5-xxl,0.5967413441955194,293-186-468-198,2_prompt,False,0,,,,,,,,,,,,,,,275,182,,,,,,,,,,,,,,,,,,,58,5,,,,,,,,,,,,,,,,,,,125,69,,,,,,,,,,,,,,,,,,,59,37,,,,,,,,,,,,,,,,,,,628,468,,,,,,,0.6041237113402061,,,,,,,0.6041237113402061,,,,,
