,False_0,False_1,False_2,False_3,False_4,False_5,False_6,False_7,False_8,prompt
flamingo,0.11055276381909548,0.09624796084828711,0.1059390048154093,0.1420500403551251,0.12980769230769232,0.13322632423756017,0.1340782122905028,0.13043478260869565,0.12708498808578236,2
flamingo,0.09933142311365807,0.08821170809943865,0.10585404971932638,0.13333333333333333,0.13001605136436598,0.13344051446945338,0.12130885873902633,0.1197126895450918,0.1209228321400159,3
flamingo,0.1031390134529148,0.12193190815518605,0.12280701754385966,0.16070007955449486,0.14057507987220447,0.14614773629864974,0.126883425852498,0.14331210191082802,0.1330166270783848,4
flamingo,0.11428571428571427,0.14618473895582332,0.15224358974358976,0.21018593371059013,0.18653690186536903,0.18064516129032257,0.1637239165329053,0.16760676873489122,0.16,5
flan-t5-xxl,0.2967914438502674,0.29923273657289,0.32196452933151437,0.31635388739946385,0.3090909090909091,0.308300395256917,0.324468085106383,0.32,0.31331592689295035,1
flan-t5-xxl,0.36896551724137927,0.4752475247524752,0.4269293924466338,0.4620355411954766,0.45624999999999993,0.4533762057877814,0.44657097288676234,0.4262820512820513,0.4363636363636364,2
flan-t5-xxl,0.363013698630137,0.4146730462519936,0.4053156146179402,0.44264943457189015,0.440251572327044,0.4412238325281803,0.4383116883116883,0.43478260869565216,0.4215384615384616,3
flan-t5-xxl,0.3754152823920266,0.43276661514683146,0.4198717948717949,0.45234248788368336,0.4405705229793978,0.4483306836248013,0.4419713831478538,0.4416,0.42769230769230765,4
flan-t5-xxl,0.3602693602693603,0.4444444444444444,0.41919999999999996,0.4391025641025641,0.42349304482225664,0.42480620155038756,0.42566510172143973,0.41444270015698587,0.4279210925644916,5
blip2-opt-2.7b,0.012461059190031152,0.11320754716981131,0.026755852842809364,0.05459057071960297,0.07112970711297072,0.08379888268156425,0.10140237324703345,0.10536980749746708,0.09894736842105264,1
blip2-opt-2.7b,0.017660044150110375,0.10902896081771721,0.019543973941368076,0.0509915014164306,0.03508771929824561,0.06091370558375634,0.08695652173913043,0.08695652173913043,0.08146067415730338,2
blip2-opt-2.7b,0,0.09005628517823638,0.019169329073482427,0.07407407407407407,0.03560830860534125,0.0511727078891258,0.06818181818181819,0.07375886524822695,0.08281053952321203,3
blip2-opt-2.7b,0,0.09451795841209831,0.018691588785046728,0.05438066465256797,0.0632183908045977,0.08137044967880086,0.07507507507507508,0.07142857142857144,0.08031088082901555,4
blip2-opt-2.7b,0.024937655860349125,0.10507246376811594,0.013937282229965157,0.07713498622589533,0.06650831353919241,0.06467661691542288,0.08970099667774085,0.10479041916167664,0.10977242302543508,5
longformer-base-4096-finetuned-squadv2,0.005509641873278237,NA,NA,NA,NA,NA,NA,NA,NA,1
longformer-base-4096-finetuned-squadv2,0,NA,NA,NA,NA,NA,NA,NA,NA,2
longformer-base-4096-finetuned-squadv2,0,NA,NA,NA,NA,NA,NA,NA,NA,3
longformer-base-4096-finetuned-squadv2,0,NA,NA,NA,NA,NA,NA,NA,NA,4
longformer-base-4096-finetuned-squadv2,0,NA,NA,NA,NA,NA,NA,NA,NA,5
blip2-opt-6.7b,0,0.0881542699724518,0.10044843049327355,0.14325581395348835,0.12219227313566937,0.1402497598463016,0.1202854230377166,0.10694183864915574,0.10784313725490198,1
blip2-opt-6.7b,0.006711409395973153,0.08856088560885608,0.09889001009081734,0.12688172043010754,0.1335914811229429,0.13280475718533202,0.11422413793103448,0.09920634920634921,0.10893246187363835,2
blip2-opt-6.7b,0,0.09900990099009901,0.09551656920077974,0.13197969543147206,0.13142857142857142,0.13306451612903228,0.0977948226270374,0.09583333333333333,0.09072978303747534,3
blip2-opt-6.7b,0,0.10279001468428782,0.10410958904109588,0.13457943925233642,0.13221601489757914,0.13656783468104225,0.11825192802056554,0.09098294069861902,0.09706959706959707,4
blip2-opt-6.7b,0,0.10662358642972537,0.10845588235294117,0.13966480446927373,0.14123801220575413,0.1322175732217573,0.12131715771230503,0.1036639857015192,0.11214953271028037,5
fromage,0.013245033112582781,0.07364341085271317,0.07112201103617412,0.10205527994330262,0.10086682427107958,0.10371318822023048,0.07006071929005138,0.0755287009063444,0.08783783783783784,1
fromage,0.01721170395869191,0.05241379310344827,0.06011207335710647,0.06381118881118882,0.08375778155065082,0.06535947712418302,0.059447983014862,0.05447470817120622,0.05483028720626632,2
fromage,0,0.0484048404840484,0.05265546981389014,0.08235948803561492,0.08456659619450317,0.0849714648065948,0.05350877192982456,0.04946150777822099,0.05015398152221734,3
fromage,0.027210884353741492,0.05148514851485148,0.0448,0.06549364613880744,0.08611825192802057,0.07076167076167075,0.06645056726094002,0.06095551894563427,0.06951165860096789,4
fromage,0.03317535545023697,0.047438330170778,0.038523274478330656,0.062022471910112356,0.06948465547191661,0.06924643584521385,0.06908613904678619,0.06065711878685762,0.0782608695652174,5
