f_score,recall,accuracy,model,precision,mets,prompt,img,shots,ent_met_person0_promptTrue,acc_met_person0_promptTrue,ent_met_person1_promptTrue,acc_met_person1_promptTrue,ent_met_person2_promptTrue,acc_met_person2_promptTrue,ent_met_person3_promptTrue,acc_met_person3_promptTrue,ent_met_person4_promptTrue,acc_met_person4_promptTrue,ent_met_person0_promptFalse,acc_met_person0_promptFalse,ent_met_person1_promptFalse,acc_met_person1_promptFalse,ent_met_person2_promptFalse,acc_met_person2_promptFalse,ent_met_person3_promptFalse,acc_met_person3_promptFalse,ent_met_person4_promptFalse,acc_met_person4_promptFalse,ent_met_misceallonous0_promptTrue,acc_met_misceallonous0_promptTrue,ent_met_misceallonous1_promptTrue,acc_met_misceallonous1_promptTrue,ent_met_misceallonous2_promptTrue,acc_met_misceallonous2_promptTrue,ent_met_misceallonous3_promptTrue,acc_met_misceallonous3_promptTrue,ent_met_misceallonous4_promptTrue,acc_met_misceallonous4_promptTrue,ent_met_misceallonous0_promptFalse,acc_met_misceallonous0_promptFalse,ent_met_misceallonous1_promptFalse,acc_met_misceallonous1_promptFalse,ent_met_misceallonous2_promptFalse,acc_met_misceallonous2_promptFalse,ent_met_misceallonous3_promptFalse,acc_met_misceallonous3_promptFalse,ent_met_misceallonous4_promptFalse,acc_met_misceallonous4_promptFalse,ent_met_organization0_promptTrue,acc_met_organization0_promptTrue,ent_met_organization1_promptTrue,acc_met_organization1_promptTrue,ent_met_organization2_promptTrue,acc_met_organization2_promptTrue,ent_met_organization3_promptTrue,acc_met_organization3_promptTrue,ent_met_organization4_promptTrue,acc_met_organization4_promptTrue,ent_met_organization0_promptFalse,acc_met_organization0_promptFalse,ent_met_organization1_promptFalse,acc_met_organization1_promptFalse,ent_met_organization2_promptFalse,acc_met_organization2_promptFalse,ent_met_organization3_promptFalse,acc_met_organization3_promptFalse,ent_met_organization4_promptFalse,acc_met_organization4_promptFalse,ent_met_location0_promptTrue,acc_met_location0_promptTrue,ent_met_location1_promptTrue,acc_met_location1_promptTrue,ent_met_location2_promptTrue,acc_met_location2_promptTrue,ent_met_location3_promptTrue,acc_met_location3_promptTrue,ent_met_location4_promptTrue,acc_met_location4_promptTrue,ent_met_location0_promptFalse,acc_met_location0_promptFalse,ent_met_location1_promptFalse,acc_met_location1_promptFalse,ent_met_location2_promptFalse,acc_met_location2_promptFalse,ent_met_location3_promptFalse,acc_met_location3_promptFalse,ent_met_location4_promptFalse,acc_met_location4_promptFalse,ent_met_none0_promptTrue,acc_met_none0_promptTrue,ent_met_none1_promptTrue,acc_met_none1_promptTrue,ent_met_none2_promptTrue,acc_met_none2_promptTrue,ent_met_none3_promptTrue,acc_met_none3_promptTrue,ent_met_none4_promptTrue,acc_met_none4_promptTrue,ent_met_none0_promptFalse,acc_met_none0_promptFalse,ent_met_none1_promptFalse,acc_met_none1_promptFalse,ent_met_none2_promptFalse,acc_met_none2_promptFalse,ent_met_none3_promptFalse,acc_met_none3_promptFalse,ent_met_none4_promptFalse,acc_met_none4_promptFalse,f_score0_promptFalse,f_score4_promptFalse,f_score2_promptFalse,f_score3_promptFalse,f_score1_promptFalse
0.10012515644555695,0.13468013468013468,0.33425925925925926,opt-2.7b,0.0796812749003984,40-257-321-462,3_prompt,False,3,,,,,,,,,,,,,,,,,157,15,,,,,,,,,,,,,,,,,,,54,4,,,,,,,,,,,,,,,,,,,72,5,,,,,,,,,,,,,,,,,,,123,16,,,,,,,,,,,,,,,,,,,674,321,,,,,,0.10012515644555695,
0.10113780025284452,0.13245033112582782,0.3416666666666667,opt-2.7b,0.081799591002045,40-262-329-449,3_prompt,False,2,,,,,,,,,,,,,,,,,157,18,,,,,,,,,,,,,,,,,,,54,3,,,,,,,,,,,,,,,,,,,72,5,,,,,,,,,,,,,,,,,,,123,14,,,,,,,,,,,,,,,,,,,674,329,,,,,,0.10113780025284452,
0.08905852417302801,0.11986301369863013,0.337037037037037,opt-2.7b,0.0708502024291498,35-257-329-459,3_prompt,False,1,,,,,,,,,,,,,,,,,157,17,,,,,,,,,,,,,,,,,,,54,2,,,,,,,,,,,,,,,,,,,72,6,,,,,,,,,,,,,,,,,,,123,10,,,,,,,,,,,,,,,,,,,674,329,,,,,,0.08905852417302801,
0.03875968992248062,0.026954177897574125,0.5407407407407407,opt-2.7b,0.06896551724137931,10-361-574-135,3_prompt,False,0,,,,,,,,,,,,,,,,,157,5,,,,,,,,,,,,,,,,,,,54,0,,,,,,,,,,,,,,,,,,,72,1,,,,,,,,,,,,,,,,,,,123,4,,,,,,,,,,,,,,,,,,,674,574,,,,,,0.03875968992248062,
0.11232876712328767,0.13015873015873017,0.4,opt-2.7b,0.09879518072289156,41-274-391-374,1_prompt,False,5,,,,,,,,,,,,,157,13,,,,,,,,,,,,,,,,,,,54,3,,,,,,,,,,,,,,,,,,,72,9,,,,,,,,,,,,,,,,,,,123,16,,,,,,,,,,,,,,,,,,,674,391,,,,,,,,,,,0.11232876712328767
0.08333333333333333,0.08950617283950617,0.40925925925925927,opt-2.7b,0.07795698924731183,29-295-413-343,1_prompt,False,4,,,,,,,,,,,,,157,12,,,,,,,,,,,,,,,,,,,54,1,,,,,,,,,,,,,,,,,,,72,4,,,,,,,,,,,,,,,,,,,123,12,,,,,,,,,,,,,,,,,,,674,413,,,,,,,,,,,0.08333333333333333
0.07926829268292683,0.0790273556231003,0.44074074074074077,opt-2.7b,0.07951070336391437,26-303-450-301,1_prompt,False,3,,,,,,,,,,,,,157,8,,,,,,,,,,,,,,,,,,,54,2,,,,,,,,,,,,,,,,,,,72,4,,,,,,,,,,,,,,,,,,,123,12,,,,,,,,,,,,,,,,,,,674,450,,,,,,,,,,,0.07926829268292683
0.06442953020134229,0.08163265306122448,0.35462962962962963,opt-2.7b,0.05321507760532151,24-270-359-427,1_prompt,False,2,,,,,,,,,,,,,157,7,,,,,,,,,,,,,,,,,,,54,2,,,,,,,,,,,,,,,,,,,72,2,,,,,,,,,,,,,,,,,,,123,13,,,,,,,,,,,,,,,,,,,674,359,,,,,,,,,,,0.06442953020134229
0.05774278215223097,0.07457627118644068,0.3351851851851852,opt-2.7b,0.047109207708779445,22-273-340-445,1_prompt,False,1,,,,,,,,,,,,,157,8,,,,,,,,,,,,,,,,,,,54,2,,,,,,,,,,,,,,,,,,,72,4,,,,,,,,,,,,,,,,,,,123,8,,,,,,,,,,,,,,,,,,,674,340,,,,,,,,,,,0.05774278215223097
0.03246753246753247,0.029850746268656716,0.44814814814814813,opt-2.7b,0.03558718861209965,10-325-474-271,1_prompt,False,0,,,,,,,,,,,,,157,3,,,,,,,,,,,,,,,,,,,54,0,,,,,,,,,,,,,,,,,,,72,2,,,,,,,,,,,,,,,,,,,123,5,,,,,,,,,,,,,,,,,,,674,474,,,,,,,,,,,0.03246753246753247
